Hidden Layers,Number of nodes,Solver,Alpha,Test Set RMSE,Train Set RMSE,Learning Rate,Early Stopping,Learning Rate Init,Activation Function
2,6-3,adam,0.0017,57.0521402064379,52.138227659093,constant,True,0.002,
4,"5,2,10,0.004",adam,0.004,57.053180247406,,,,,
4,"4,10,10,0.001",adam,0.001,57.0608319380942,,,,,
3,"4,3,0.0005",adam,0.0005,57.0654159160234,,,,,
2,6-3,adam,0.0015,57.065831786712,47.47746871508,constant,False,,
3,"4,1,0.0005",adam,0.0005,57.0720701721055,,,,,
2,6-3,adam,0.0015,57.0722834819481,53.5695242345672,invscaling,True,0.0005,
3,"4,3,0.0005",adam,0.0005,57.0800087213905,,,,,
3,"6,3,0.004",adam,0.004,57.0832197524368,,,,,
3,5-1-1,sgd,0.0015,57.0842901774183,,,,,
4,"4,10,10,0.004",adam,0.004,57.084368447153,,,,,
2,6-3,adam,0.002,57.0850317956164,53.2484663071546,invscaling,True,0.0005,
2,6-4,lbfgs,0.0015,57.0852491677405,45.8388558502317,constant,True,,
4,"3,10,20,0.002",sgd,0.002,57.0855746204407,,,,,
2,6-3,adam,0.0017,57.0870322750598,48.1161073184753,constant,False,,
4,"4,2,20,0.001",adam,0.001,57.0918664242761,,,,,
2,6-3,adam,0.002,57.0964025676937,54.9491990088,invscaling,True,,
2,7-2,adam,0.0015,57.1283525992236,55.0205323543466,constant,True,0.001,
3,"5,1,0.004",adam,0.004,57.1296332960189,,,,,
3,"4,3,0.004",adam,0.004,57.1300597301489,,,,,
3,6-3-2,adam,0.002,57.1351384198305,48.938526499429,invscaling,False,,
2,5-2,adam,0.001,57.1352926641006,,,,,
3,5-3-1,sgd,0.0015,57.1369696982868,,,,,
3,6-3-1,lbfgs,0.0015,57.137249026058,45.1566620781643,invscaling,False,0.0005,relu
2,5-3,adam,0.0015,57.1396395965145,49.9426890909438,constant,False,,
4,"3,2,10,0.002",sgd,0.002,57.1403412135832,,,,,
3,6-4-1,adam,0.0015,57.1419510914099,50.2490748405243,constant,False,0.001,
3,6-3-2,sgd,0.001,57.1490306642479,,,,,
2,6-1,adam,0.001,57.151360845703,,,,,
2,6-2,adam,0.002,57.1544075479304,54.0795123738334,invscaling,True,0.001,
2,7-3,adam,0.0018,57.1570904975674,53.179683974569,invscaling,True,0.001,
4,"4,10,20,0.001",sgd,0.001,57.1578668211606,,,,,
3,7-4-1,adam,0.0018,57.1602186470696,48.9685896658747,constant,False,0.001,
4,"6,2,20,0.0005",adam,0.0005,57.1605366156576,,,,,
3,6-2-1,lbfgs,0.001,57.1608443142295,,,,,
4,"5,2,20,0.002",adam,0.002,57.1673016575136,,,,,
2,"5,4",adam,0.0001,57.17,,,,,
3,6-3-2,lbfgs,0.001,57.1825987052417,,,,,
3,6-3-1,adam,0.002,57.1905324823422,49.0362223948839,constant,False,0.0005,
2,5-1,adam,0.002,57.1933966199967,,,,,
4,"5,10,10,0.0005",adam,0.0005,57.1957235619407,,,,,
4,"5,2,10,0.002",adam,0.002,57.1974116932883,,,,,
3,"3,10,0.002",adam,0.002,57.1980147782731,,,,,
3,6-1-2,adam,0.0015,57.1999767596345,,,,,
3,7-3-1,lbfgs,0.0017,57.2011989769604,44.7519232620736,constant,True,0.0005,
2,6-3,adam,0.002,57.2045733523497,52.0541369912254,adaptive,True,,
3,"4,3,0.001",adam,0.001,57.2057444454721,,,,,
2,5-1,adam,0.001,57.2060181560985,,,,,
2,7-3,adam,0.0017,57.2078760061625,51.5275081723953,invscaling,True,0.001,
3,6-2-1,adam,0.002,57.2143449914564,49.2435937746776,constant,False,0.002,
2,6-3,adam,0.002,57.2191814471552,45.8088014737341,constant,False,,
3,5-2-2,adam,0.002,57.2194084342268,,,,,
2,5-1,adam,0.002,57.2197581873828,,,,,
3,7-3-1,adam,0.0018,57.2209201723198,52.4003449217514,invscaling,True,0.001,
2,6-3,adam,0.0017,57.2229802043663,53.2689006934518,invscaling,True,,
2,6-3,lbfgs,0.0015,57.2258865580306,45.9089656477524,invscaling,True,0.001,relu
4,"3,3,10,0.002",adam,0.002,57.2275419581151,,,,,
4,"5,2,20,0.0005",sgd,0.0005,57.2321814353016,,,,,
2,6-2,adam,0.0018,57.2357247724708,51.9382251493051,invscaling,True,0.002,
3,5-3-2,adam,0.002,57.2393911455848,50.1237994671566,constant,False,,
2,6-3,lbfgs,0.0018,57.2448295571105,48.0664157828654,invscaling,True,0.0005,relu
4,"3,3,20,0.0005",sgd,0.0005,57.2528037693533,,,,,
2,6-3,adam,0.0017,57.2671916072085,47.9244149219738,constant,False,0.001,
3,6-1-2,sgd,0.002,57.2763733563697,,,,,
3,5-3-2,adam,0.002,57.2784106206422,50.1243875417364,constant,False,,
3,"6,3,0.002",adam,0.002,57.2789513808368,,,,,
3,"5,3,0.0005",adam,0.0005,57.2798089651187,,,,,
3,"6,2,1",adam,1,57.2833129544028,,,,,
2,6-3,adam,0.002,57.28494066822,49.1390947843688,invscaling,False,,
2,7-4,adam,0.0015,57.2861122557429,46.8136679484525,invscaling,False,0.001,
4,"5,10,20,0.001",sgd,0.001,57.2886612636235,,,,,
3,6-3-1,adam,0.0015,57.2890591585637,53.1941247707056,invscaling,True,0.0005,
3,6-2-1,adam,0.0017,57.2896135805501,48.4905281721921,invscaling,False,0.001,
3,"5,2,0.0005",adam,0.0005,57.292583459479,,,,,
3,"4,3,0.004",adam,0.004,57.292782743567,,,,,
2,6-3,lbfgs,0.0015,57.2952515835556,47.0161824802282,invscaling,True,0.001,tanh
3,"6,3,0.001",adam,0.001,57.2993983923361,,,,,
4,"5,2,20,0.004",adam,0.004,57.2996649628566,,,,,
3,7-3-1,adam,0.002,57.3007361165818,48.4680407413314,constant,False,0.002,
2,7-3,adam,0.0018,57.304360369411,53.5020137560943,constant,True,0.001,
2,6-2,adam,0.002,57.3049021523095,52.4651817277312,constant,True,0.0005,
2,7-2,adam,0.002,57.3061712550397,51.184250912255,invscaling,True,0.001,
2,6-3,lbfgs,0.0015,57.3066223448827,46.4253356286394,invscaling,False,0.002,tanh
2,6-2,adam,0.002,57.3078066329694,50.3535095268205,constant,False,,
2,6-3,adam,0.002,57.3080885646442,49.5773928812111,constant,False,,
2,5-2,adam,0.002,57.3093759277711,,,,,
2,6-3,lbfgs,0.0018,57.3094661118169,46.4749400554233,invscaling,False,0.002,
3,5-2-1,adam,0.001,57.3120576910115,,,,,
3,7-4-1,adam,0.0017,57.3135706320133,51.2454191044433,constant,True,0.002,
3,"6,2,0.0005",adam,0.0005,57.3156143802858,,,,,
2,5-3,adam,0.001,57.319671969524,,,,,
4,"5,2,10,0.001",adam,0.001,57.323088254464,,,,,
3,5-2-2,sgd,0.0015,57.3312706335494,,,,,
3,6-1-2,lbfgs,0.0015,57.3312999219745,,,,,
3,6-3-1,adam,0.0015,57.3355420449746,,,,,
3,7-2-1,adam,0.002,57.3363595470062,51.272253464615,constant,True,0.002,
4,"3,10,10,0.002",adam,0.002,57.3371646134737,,,,,
4,"5,3,20,0.001",adam,0.001,57.3404867135287,,,,,
2,6-2,lbfgs,0.0015,57.3409935112224,46.8026179174422,invscaling,True,,
2,6-3,adam,0.002,57.3483096518397,46.4275128018539,adaptive,False,,
3,6-3-2,adam,0.0015,57.3483903615183,,,,,
3,"4,2,0.004",adam,0.004,57.3529933141415,,,,,
4,"3,2,20,0.0005",sgd,0.0005,57.3547336217004,,,,,
3,6-2-1,adam,0.0018,57.3574411519245,52.981438634525,constant,True,0.002,
3,"3,2,0.002",adam,0.002,57.3597045129503,,,,,
4,"3,10,10,0.0005",adam,0.0005,57.3603158366647,,,,,
2,7-4,adam,0.0015,57.3650984044941,51.4677158750143,constant,True,0.002,
4,"6,2,10,0.004",adam,0.004,57.3667078339837,,,,,
3,"6,2,0.004",adam,0.004,57.369480774216,,,,,
2,6-2,lbfgs,0.0015,57.3708185587384,47.5338550471897,constant,True,,
3,"5,3,0.001",adam,0.001,57.3719343930766,,,,,
3,6-4-1,adam,0.0018,57.3743526001212,48.6956949640097,invscaling,False,0.002,
4,"4,3,20,0.004",adam,0.004,57.3759566790677,,,,,
3,6-2-1,adam,0.0015,57.3819659786487,51.8810870448746,constant,True,0.002,
3,7-2-1,adam,0.002,57.3820768728888,52.4856787810011,constant,True,0.001,
3,6-3-2,lbfgs,0.002,57.3841577102813,46.788185079868,invscaling,True,,
2,6-3,adam,0.0015,57.3877968110659,47.6019193495184,constant,False,,
3,6-1-2,sgd,0.0015,57.391222963022,,,,,
2,6-3,adam,0.0015,57.3918011873745,51.9385288563583,invscaling,True,0.001,
3,5-2-1,adam,0.0015,57.3942082256372,,,,,
3,6-3-1,adam,0.0015,57.3949363455121,48.9755939393531,constant,False,,
3,6-2-2,lbfgs,0.002,57.3953315428182,,,,,
4,"6,2,20,0.004",adam,0.004,57.3969446827345,,,,,
4,"3,10,10,0.004",sgd,0.004,57.4000759320316,,,,,
3,7-3-1,adam,0.0018,57.4001294195697,48.3812545469229,constant,False,0.0005,
3,"4,2,0.004",adam,0.004,57.4056047377498,,,,,
3,6-2-2,sgd,0.002,57.4091085461268,,,,,
2,7-4,adam,0.0017,57.4123727932516,51.8328679308561,invscaling,True,0.002,
3,"4,2,0.002",adam,0.002,57.4177257557735,,,,,
3,7-2-1,adam,0.002,57.4200372125913,48.7607884750822,invscaling,False,0.0005,
3,"5,2,0.0005",adam,0.0005,57.4215228483566,,,,,
3,6-2-1,sgd,0.002,57.4224749531747,,,,,
3,5-2-1,adam,0.002,57.4265637512127,,,,,
3,6-4-1,adam,0.0017,57.4316671171115,47.5991039602031,constant,False,0.002,
3,"4,2,0.001",adam,0.001,57.4342174537174,,,,,
2,7-4,adam,0.0015,57.4368938501256,52.4612111881284,invscaling,True,0.0005,
3,"5,3,1",adam,1,57.4445005768088,,,,,
2,7-4,adam,0.0017,57.4545204032715,52.3890071500736,invscaling,True,0.001,
3,5-2-2,adam,0.0017,57.4550365553966,48.6957621609141,constant,False,,
3,5-1-2,adam,0.0015,57.4585346718739,,,,,
3,7-4-1,adam,0.0015,57.4592528819679,45.1352211974537,invscaling,False,0.001,
3,6-3-1,adam,0.002,57.4730540578393,,,,,
2,6-3,lbfgs,0.002,57.4766018992569,45.5232218950843,constant,True,,
3,6-2-2,adam,0.001,57.4768095015486,,,,,
2,7-3,adam,0.0017,57.4774604757964,48.7840600345798,invscaling,False,0.0005,
3,6-1-2,adam,0.001,57.4803076970048,,,,,
3,"5,3,0.004",adam,0.004,57.4820681142379,,,,,
2,7-4,adam,0.002,57.4842162696032,51.8989851412958,constant,True,0.001,
4,"6,2,20,0.004",sgd,0.004,57.493187295748,,,,,
4,"6,2,10,0.0005",adam,0.0005,57.4965823920699,,,,,
2,7-4,lbfgs,0.0018,57.4982853323732,46.3810983948821,invscaling,True,,
2,6-3,adam,0.0022,57.4987275178274,47.4302180691046,adaptive,False,,
2,6-3,lbfgs,0.002,57.5052974079722,46.8367012132078,invscaling,False,0.0005,relu
4,"4,3,20,0.0005",adam,0.0005,57.5062115211975,,,,,
3,"4,2,0.0005",adam,0.0005,57.5077808248567,,,,,
3,6-3-2,adam,0.001,57.5079335335563,,,,,
3,7-2-1,adam,0.002,57.5111653777751,54.4424743989292,invscaling,True,0.0005,
3,6-2-1,adam,0.0015,57.5203587979264,,,,,
3,5-3-2,adam,0.001,57.5247906646073,,,,,
2,7-2,adam,0.0017,57.5288898150955,51.518890559103,constant,True,0.002,
4,"6,3,10,0.002",sgd,0.002,57.5366378368911,,,,,
3,"6,1,0.001",adam,0.001,57.5404179893215,,,,,
3,6-4-1,adam,0.0018,57.5431936523677,49.6603834828492,invscaling,False,0.0005,
4,"4,3,20,0.002",adam,0.002,57.5485970051834,,,,,
4,"4,3,10,0.002",sgd,0.002,57.5510455005816,,,,,
3,6-2-1,adam,0.002,57.5545254310993,53.1442273889147,constant,True,0.002,
2,6-3,adam,0.0017,57.5567872645105,52.1465384396086,constant,True,,
2,6-4,lbfgs,0.002,57.5643607439718,47.9860814604721,constant,True,0.002,
3,"4,3,0.002",adam,0.002,57.5679680458492,,,,,
3,6-4-1,adam,0.0018,57.5747407698164,52.6843018866429,constant,True,0.002,
3,5-2-2,adam,0.002,57.5769554976717,,,,,
3,6-4-1,adam,0.002,57.5780343353037,49.579655128602,invscaling,False,0.001,
3,"4,2,0.002",adam,0.002,57.5785285491019,,,,,
3,"4,1,0.0005",adam,0.0005,57.5814924567763,,,,,
3,5-3-1,adam,0.0015,57.5817539201168,,,,,
4,"5,2,20,0.002",sgd,0.002,57.5819696848962,,,,,
2,6-3,adam,0.0015,57.5931772275785,53.980316621321,constant,True,,
2,6-2,adam,0.001,57.5951338688841,,,,,
3,"5,2,0.0005",adam,0.0005,57.6014614001766,,,,,
2,6-1,adam,0.001,57.6024399659332,,,,,
3,"4,10,0.001",adam,0.001,57.6051757793336,,,,,
2,6-3,lbfgs,0.0018,57.6130899907421,46.779990069397,constant,True,0.001,
3,"5,3,0.002",adam,0.002,57.6188733431769,,,,,
4,"6,2,10,0.0005",sgd,0.0005,57.6196929043082,,,,,
4,"5,10,20,0.001",adam,0.001,57.6199178780901,,,,,
2,6-4,adam,0.0018,57.6201305397281,45.4307675509461,constant,False,0.0005,
3,6-2-1,adam,0.0015,57.6236978167743,,,,,
2,6-3,adam,0.0015,57.6247682782096,54.2018957684183,constant,True,0.0005,
3,6-3-1,lbfgs,0.0018,57.6302776490066,45.1595723784479,invscaling,False,0.001,
3,"3,3,0.004",adam,0.004,57.63169349633,,,,,
2,6-3,lbfgs,0.002,57.6353196925511,46.6139906997306,constant,True,0.002,relu
3,5-1-2,adam,0.0015,57.6366225767019,,,,,
3,"5,3,0.004",adam,0.004,57.6367940943573,,,,,
2,5-2,adam,0.0015,57.6368317790276,,,,,
4,"4,3,10,0.001",sgd,0.001,57.6387754462035,,,,,
4,"3,2,10,0.0005",adam,0.0005,57.6413941020797,,,,,
4,"3,2,10,0.004",adam,0.004,57.6445273892301,,,,,
4,"3,10,20,0.0005",sgd,0.0005,57.6452899269607,,,,,
3,"5,1,0.001",adam,0.001,57.6565709638388,,,,,
3,7-3-1,adam,0.002,57.6574692818004,51.8425648316104,invscaling,True,0.002,
4,"4,2,10,0.004",adam,0.004,57.6606945188687,,,,,
2,6-3,adam,0.0015,57.6610788153695,48.1344078600549,constant,False,0.0005,
3,"6,2,0.004",adam,0.004,57.6627948531828,,,,,
2,7-2,lbfgs,0.0015,57.6686658348478,46.1983363129875,constant,True,0.0005,
3,7-3-1,lbfgs,0.0015,57.6696923333349,47.6421031782023,invscaling,False,0.0005,
3,"6,3,0.0005",adam,0.0005,57.6718220563531,,,,,
3,6-3-1,adam,0.0015,57.6738896807398,,,,,
2,7-3,adam,0.0018,57.6783509942822,47.3716346661454,invscaling,False,0.0005,
3,6-2-1,adam,0.002,57.6817857477369,,,,,
4,"3,10,10,0.001",adam,0.001,57.6852490729737,,,,,
2,6-3,lbfgs,0.002,57.686321523635,46.634672304458,invscaling,True,,
3,7-3-1,adam,0.0015,57.6881666224716,52.0985642362455,constant,True,0.001,
3,7-3-1,adam,0.0017,57.69069116049,52.4659283946571,invscaling,True,0.002,
3,"4,1,0.002",adam,0.002,57.6914203409529,,,,,
4,"3,3,10,0.0005",adam,0.0005,57.6932738794679,,,,,
3,5-1-1,adam,0.0015,57.6943716123571,,,,,
2,6-4,lbfgs,0.002,57.695632170848,46.5236810054237,invscaling,True,,
3,"4,2,0.002",adam,0.002,57.7039152519809,,,,,
2,7-2,adam,0.002,57.7050926057702,55.3133139748102,invscaling,True,0.0005,
3,6-3-1,adam,0.002,57.7063523967995,,,,,
4,"3,2,20,0.002",sgd,0.002,57.7082383673459,,,,,
4,"6,3,20,0.002",sgd,0.002,57.712918866594,,,,,
2,7-3,adam,0.002,57.7161115375695,48.3110505503791,constant,False,0.001,
4,"5,2,20,0.001",adam,0.001,57.7168149237967,,,,,
3,5-2-1,adam,0.0015,57.7168537328985,,,,,
2,7-2,adam,0.0018,57.7186863330301,49.5040151112269,constant,False,0.002,
2,"5,2",adam,0.0001,57.72,,,,,
3,6-3-2,adam,0.001,57.7222461170268,,,,,
4,"5,10,10,0.001",sgd,0.001,57.7272027186706,,,,,
4,"6,10,10,0.0005",sgd,0.0005,57.7355561249559,,,,,
2,7-2,adam,0.0017,57.7382990856437,50.3478726197729,constant,False,0.001,
2,6-4,lbfgs,0.0015,57.7412822468931,46.9682172307926,invscaling,False,,
3,"4,3,0.001",adam,0.001,57.744785745092,,,,,
3,6-2-1,lbfgs,0.0015,57.7450270490309,,,,,
2,7-2,adam,0.0018,57.7452496770474,54.3881187540231,invscaling,True,0.0005,
2,6-3,adam,0.002,57.7461749735612,,,,,
3,"5,2,0.002",adam,0.002,57.7469297259187,,,,,
4,"4,3,20,0.004",adam,0.004,57.7483667561407,,,,,
3,6-3-2,adam,0.0015,57.7646856623879,52.5496472210777,invscaling,True,,
4,"4,2,10,0.001",adam,0.001,57.7650483622774,,,,,
3,5-3-2,sgd,0.0015,57.7731307640815,,,,,
4,"4,2,10,0.001",sgd,0.001,57.7733290620913,,,,,
3,6-3-1,adam,0.002,57.7798785880968,50.2177383364881,constant,False,0.001,
3,"4,2,0.001",adam,0.001,57.7905530347259,,,,,
3,"6,3,0.0005",adam,0.0005,57.7995218301922,,,,,
3,5-1-2,adam,0.002,57.8006783713882,,,,,
2,5-3,adam,0.0015,57.801059702272,50.3219897382101,constant,False,,
3,6-2-1,adam,0.001,57.80154188728,48.7027415818425,constant,False,,
4,"5,3,10,0.002",adam,0.002,57.8031655513927,,,,,
4,"4,10,10,0.002",sgd,0.002,57.8034693790976,,,,,
3,6-3-2,adam,0.002,57.8040331233694,47.3118039568715,constant,False,,
2,6-3,adam,0.0018,57.8043599981739,53.5973926115648,constant,True,0.001,
2,6-4,adam,0.002,57.8077566807073,49.3989955934388,invscaling,False,0.002,
4,"3,3,20,0.002",sgd,0.002,57.8088525193372,,,,,
2,6-2,adam,0.002,57.8116183015332,48.4260972293332,constant,False,0.002,
3,"4,2,0.001",adam,0.001,57.8180023137089,,,,,
3,5-3-2,adam,0.0015,57.8230836434418,50.4101357201064,constant,False,,
3,"4,3,0.001",adam,0.001,57.826083874536,,,,,
2,6-2,adam,0.0017,57.8263152589621,53.4390158161063,constant,True,0.0005,
3,6-3-2,adam,0.002,57.8282935594214,48.9246401630668,constant,False,,
3,"4,1,1",adam,1,57.8331538066128,,,,,
4,"3,2,20,0.0005",adam,0.0005,57.834702896132,,,,,
2,6-3,adam,0.0015,57.8357559617253,48.9872572209107,constant,False,0.001,
3,5-3-1,adam,0.002,57.8364848190624,50.2179541837104,constant,False,,
3,"5,1,0.001",adam,0.001,57.8401729599801,,,,,
3,6-1-2,adam,0.001,57.8424304402131,,,,,
3,6-4-1,lbfgs,0.0015,57.8432822183637,42.8030371073074,invscaling,False,0.0005,
2,6-3,lbfgs,0.0015,57.8478257853026,45.7798523959317,invscaling,False,0.001,relu
2,6-3,adam,0.002,57.8573174648494,54.1637436772651,invscaling,True,0.001,
2,6-3,adam,0.0015,57.8585878275587,52.4373417868492,invscaling,True,0.002,
2,7-4,lbfgs,0.0017,57.8597474810098,45.6723406434142,invscaling,True,0.001,
4,"3,10,20,0.001",sgd,0.001,57.861962353253,,,,,
2,6-2,adam,0.0015,57.8658313419466,53.6784741298181,constant,True,0.0005,
2,6-3,lbfgs,0.0015,57.8713357662312,46.3879212187495,invscaling,True,,
2,6-2,adam,0.0015,57.8718185237539,48.8941444625119,constant,False,,
3,5-2-2,lbfgs,0.001,57.8768238371693,,,,,
2,7-2,adam,0.002,57.8774733060941,52.5403523897157,constant,True,0.001,
3,6-3-1,adam,0.001,57.8779428454325,,,,,
3,"5,3,0.002",adam,0.002,57.8834400732003,,,,,
2,6-4,adam,0.0015,57.8903756135909,49.128553292905,invscaling,False,0.001,
3,6-3-1,lbfgs,0.002,57.8911150834374,47.5984911172624,invscaling,False,0.002,tanh
3,7-4-1,adam,0.002,57.8917797036415,52.728636036984,invscaling,True,0.0005,
2,6-3,lbfgs,0.0015,57.8935553868702,46.1486688916448,invscaling,True,,
4,"5,2,10,0.004",adam,0.004,57.893570533702,,,,,
3,7-2-1,adam,0.0015,57.8971468196893,47.8617662352841,constant,False,0.0005,
3,"6,1,0.001",adam,0.001,57.8988905944267,,,,,
3,6-3-1,adam,0.0015,57.9023310403804,48.5352489159696,constant,False,0.002,
4,"5,2,10,0.002",adam,0.002,57.9029975742765,,,,,
4,"4,2,20,0.002",adam,0.002,57.9036664563425,,,,,
2,6-2,adam,0.0017,57.9083949601418,55.77730119261,invscaling,True,0.002,
2,7-3,adam,0.0015,57.9111751300508,52.4628321811134,invscaling,True,0.0005,
3,5-2-2,adam,0.0015,57.9129562822257,48.8439392139834,constant,False,,
4,"5,3,20,0.001",sgd,0.001,57.9156257088722,,,,,
3,"6,3,0.001",adam,0.001,57.9191076540443,,,,,
3,"6,1,0.002",adam,0.002,57.9204320243215,,,,,
3,6-3-1,adam,0.0015,57.921011373266,47.3472129625781,invscaling,False,0.002,
3,"6,3,0.001",adam,0.001,57.9238946573801,,,,,
3,6-2-2,lbfgs,0.002,57.9271843314456,,,,,
3,5-2-1,adam,0.002,57.9310448039456,50.5580831284199,constant,False,,
2,6-2,adam,0.0018,57.9315222563388,48.8274313927215,invscaling,False,0.002,
2,7-2,adam,0.0015,57.9379400993758,52.4122544200373,constant,True,0.002,
3,6-3-1,adam,0.0015,57.9413430507624,48.8675742638721,constant,False,,
3,"6,1,0.002",adam,0.002,57.9427361539927,,,,,
2,6-2,adam,0.0015,57.9677984865591,53.5636244943747,invscaling,True,0.0005,
3,6-4-1,adam,0.002,57.9863932947365,49.9557043939237,constant,False,0.002,
3,6-3-1,adam,0.0015,57.9864188103389,52.4865268455757,constant,True,0.0005,
2,7-3,adam,0.0015,57.9887027233231,47.2180690399724,constant,False,0.001,
2,6-4,lbfgs,0.0017,57.993660863471,47.5936180780966,invscaling,True,,
3,5-1-1,adam,0.0015,57.9988886243024,,,,,
3,7-4-1,lbfgs,0.0017,57.9993254406544,44.3104151332627,invscaling,False,0.001,
3,"5,1,0.002",adam,0.002,58.0056147217319,,,,,
3,6-2-1,adam,0.0017,58.0061565040434,52.0591870157315,constant,True,0.0005,
2,6-4,adam,0.002,58.0111715877806,54.7464134794288,constant,True,0.001,
4,"5,10,20,0.0005",adam,0.0005,58.0136972131209,,,,,
3,6-2-2,adam,0.0015,58.0141382622355,,,,,
4,"3,2,20,0.0005",adam,0.0005,58.0234594470733,,,,,
4,"3,2,10,0.001",sgd,0.001,58.0323175464425,,,,,
3,6-2-1,adam,0.002,58.0328554030812,52.6073224516573,constant,True,0.001,
3,6-2-2,sgd,0.0015,58.0328577198579,,,,,
2,6-3,lbfgs,0.002,58.0344359654254,47.3241414927948,adaptive,False,,
2,6-2,lbfgs,0.0017,58.0464157715435,47.1980695492875,constant,False,0.002,
3,6-3-2,sgd,0.002,58.0524203961158,,,,,
4,"4,2,10,0.002",adam,0.002,58.0549522254039,,,,,
3,6-3-2,lbfgs,0.001,58.0555061669243,,,,,
2,6-3,lbfgs,0.0018,58.058881609223,46.9923988085903,constant,False,,
3,"5,3,0.0005",adam,0.0005,58.0590434515216,,,,,
2,7-3,adam,0.002,58.0604931328079,52.2004584234758,invscaling,True,0.002,
2,7-3,lbfgs,0.002,58.064402465902,46.211642543602,constant,True,,
4,"5,10,20,0.002",adam,0.002,58.0688785393683,,,,,
2,5-3,adam,0.002,58.071526716984,,,,,
3,6-2-2,lbfgs,0.001,58.0717723759357,46.5684770284931,constant,False,,
3,6-3-2,sgd,0.0015,58.0775786834265,,,,,
2,6-3,adam,0.0015,58.0783402585575,53.8132869271622,constant,True,0.001,
3,6-3-1,sgd,0.0015,58.079187068742,,,,,
2,6-3,adam,0.0018,58.0895807471443,47.0317551648803,constant,False,0.001,
2,7-3,adam,0.002,58.0911204279956,53.0149135031608,constant,True,0.0005,
4,"6,10,20,0.0005",sgd,0.0005,58.0912144182582,,,,,
3,6-3-1,adam,0.002,58.0936986383749,51.9520954727594,constant,True,0.002,
4,"3,3,20,0.004",sgd,0.004,58.0951430232706,,,,,
3,"5,3,0.001",adam,0.001,58.0987819880185,,,,,
3,6-2-1,lbfgs,0.0017,58.1012567516916,47.5485623882069,constant,False,0.0005,
2,6-2,lbfgs,0.0018,58.1031378066019,47.7159117757751,invscaling,True,0.002,
3,6-3-2,adam,0.0015,58.1060477197949,48.5544118555414,adaptive,False,,
3,6-2-1,adam,0.001,58.1083944948752,,,,,
3,5-2-1,lbfgs,0.0015,58.1093142935231,46.3548417816788,constant,False,,
3,"4,1,0.0005",adam,0.0005,58.1124716953514,,,,,
2,6-3,adam,0.0015,58.1126251831699,,,,,
2,7-4,adam,0.0018,58.1153303048746,51.6161622487896,constant,True,0.002,
3,"6,3,1",adam,1,58.1162467956493,,,,,
4,"5,3,20,0.0005",adam,0.0005,58.1167628489375,,,,,
3,"5,1,0.004",adam,0.004,58.1179483595758,,,,,
3,5-3-2,adam,0.001,58.1204328133793,,,,,
3,7-4-1,adam,0.0018,58.1246261060299,50.5158546752765,invscaling,True,0.002,
3,6-3-2,adam,0.0022,58.1292291297306,52.0447745929074,invscaling,True,,
2,6-4,adam,0.0018,58.1326645280405,54.2908621753699,constant,True,0.0005,
3,6-1-2,sgd,0.002,58.1329441845339,,,,,
3,6-4-1,lbfgs,0.0018,58.1332383497661,43.7891018913109,constant,True,0.001,
4,"6,2,10,0.0005",adam,0.0005,58.1342674404025,,,,,
2,6-2,adam,0.0017,58.1366529796478,48.2565476635528,invscaling,False,0.001,
2,6-3,adam,0.0015,58.1423428283127,48.3401836759972,constant,False,,
3,6-3-1,adam,0.002,58.1442808235352,,,,,
3,"6,3,0.002",adam,0.002,58.1477484148315,,,,,
2,6-4,lbfgs,0.0017,58.1481408651135,45.9892500074174,invscaling,True,,
2,6-3,adam,0.002,58.1525392586684,48.1521237042904,constant,False,0.0005,
4,"4,2,10,0.001",adam,0.001,58.1526393698802,,,,,
2,7-4,adam,0.002,58.1542671876172,54.7780647395989,invscaling,True,0.001,
3,6-4-1,adam,0.0018,58.156142265709,52.1975800084943,invscaling,True,0.0005,
3,"6,3,1",adam,1,58.1562431576347,,,,,
3,5-1-1,adam,0.001,58.1562565670481,,,,,
2,7-3,adam,0.002,58.1577444922105,52.0622906361285,constant,True,0.002,
2,7-4,lbfgs,0.0017,58.162314289263,46.2101078848313,constant,True,,
2,6-2,lbfgs,0.002,58.165801712563,45.7941325190551,invscaling,False,,
3,5-3-1,lbfgs,0.001,58.1663501268891,,,,,
4,"4,10,10,0.002",adam,0.002,58.1695009389373,,,,,
2,6-4,lbfgs,0.0018,58.1718513980763,46.6811271516645,constant,True,0.001,
2,7-4,lbfgs,0.002,58.1814515331402,46.4219254510311,constant,False,0.0005,
3,6-3-2,lbfgs,0.0015,58.1818807147508,45.9767843035574,invscaling,False,,
4,"6,3,20,0.004",adam,0.004,58.1827908273506,,,,,
2,6-3,lbfgs,0.002,58.1861066429703,47.7802667736217,invscaling,False,,
2,7-2,lbfgs,0.002,58.1899927516214,43.7457607277492,constant,False,,
4,"5,3,20,0.0005",sgd,0.0005,58.1920537818967,,,,,
3,"4,2,0.004",adam,0.004,58.1931446096369,,,,,
3,6-1-1,lbfgs,0.001,58.2008121239834,,,,,
3,6-3-1,adam,0.0018,58.204726282533,53.4991624073638,constant,True,0.002,
3,"6,3,0.0005",adam,0.0005,58.2064861371004,,,,,
3,"4,2,0.004",adam,0.004,58.2084791678421,,,,,
